# Common members from the execution of scenario Entry point for AsyncServletIOTest.testBigRead | Test = UTest, Value = 0.05
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
Entry point for AsyncServletIOTest.testBigRead;0.444832769289486;0.5058591780795983;327.6;327.5;30;30;-0.10000000000002274;0
4
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
org.eclipse.jetty.util.log.StdErrLog.debug(java.lang.String,java.lang.Object[]);NaN;1.0;0.0;0.0;150;150;0.0;0
org.eclipse.jetty.servlet.AsyncServletIOTest.process(byte[],int[]);0.444832769289486;0.5058591780795983;327.6;327.5;30;30;-0.10000000000002274;0
org.eclipse.jetty.servlet.AsyncServletIOTest.process(java.lang.String,int[]);0.444832769289486;0.5058591780795983;327.6;327.5;30;30;-0.10000000000002274;0
org.eclipse.jetty.servlet.AsyncServletIOTest.testBigRead();0.444832769289486;0.5058591780795983;327.6;327.5;30;30;-0.10000000000002274;0
# Common members from the execution of scenario Entry point for AsyncIOServletTest.testAsyncReadThrowsException | Test = UTest, Value = 0.05
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
Entry point for AsyncIOServletTest.testAsyncReadThrowsException;2.964289230597657E-6;8.794537064725771E-4;29.066666666666666;20.4;30;30;-8.666666666666668;-1
235
Name;P-Value (TTest);P-Value (UTest);AVG R1;AVG R2;N1;N2;Delta;Variation
org.eclipse.jetty.server.AbstractConnector.getAcceptors();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.ServerConnector(org.eclipse.jetty.server.Server,java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Scheduler,org.eclipse.jetty.io.ByteBufferPool,int,int,org.eclipse.jetty.server.ConnectionFactory[]);0.32558198801619365;0.8244957516547711;0.0;0.5333333333333334;30;30;0.5333333333333334;0
org.eclipse.jetty.server.Server.start(org.eclipse.jetty.util.component.LifeCycle);0.366411679346633;0.6075744628905291;2.2777777777777772;1.577777777777777;90;90;-0.7000000000000002;0
org.eclipse.jetty.util.thread.QueuedThreadPool();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletContextHandler(org.eclipse.jetty.server.HandlerContainer,java.lang.String,boolean,boolean);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletMapping.setServletName(java.lang.String);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHandler.invalidateChainsCache();NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.http.PathMap$MappedEntry(java.lang.String,java.lang.Object);NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean.access$3(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean,org.eclipse.jetty.util.component.ContainerLifeCycle.Managed);NaN;1.0;0.0;0.0;780;780;0.0;0
org.eclipse.jetty.util.Uptime$DefaultImpl.getUptime();0.32558198801619365;0.8244957516547711;0.5333333333333333;0.0;30;30;-0.5333333333333333;0
org.eclipse.jetty.server.Server.isDumpAfterStart();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.thread.QueuedThreadPool(int,int,int,java.util.concurrent.BlockingQueue);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHolder.compareTo(org.eclipse.jetty.servlet.ServletHolder);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.AbstractConnector.getConnectionFactory(java.lang.String);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.Server.getThreadPool();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletMapping.setPathSpec(java.lang.String);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHolder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.handler.ContextHandler$ApproveNonExistentDirectoryAliases();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.newServletHolder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletContextHandler(org.eclipse.jetty.server.HandlerContainer,java.lang.String,org.eclipse.jetty.server.session.SessionHandler,org.eclipse.jetty.security.SecurityHandler,org.eclipse.jetty.servlet.ServletHandler,org.eclipse.jetty.server.handler.ErrorHandler,int);1.0;1.0;0.5;0.5;30;30;0.0;0
org.eclipse.jetty.server.handler.ContextHandler.getContextPath();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.ContextHandler.startContext();0.10407517978283443;0.28711193012328706;4.200000000000001;1.6000000000000003;30;30;-2.6000000000000005;0
org.eclipse.jetty.servlet.ServletHolder$Registration(org.eclipse.jetty.servlet.ServletHolder);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.AbstractNetworkConnector.getHost();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.addServletWithMapping(java.lang.Class,java.lang.String);0.325581988016194;0.8244957516547711;0.5333333333333333;0.0;30;30;-0.5333333333333333;0
org.eclipse.jetty.util.component.AbstractLifeCycle.isStarting();NaN;1.0;0.0;0.0;300;300;0.0;0
org.eclipse.jetty.io.SelectorManager.doStart();0.6815035298863336;0.847587480259332;1.5333333333333334;1.0666666666666667;30;30;-0.4666666666666668;0
org.eclipse.jetty.servlet.ServletHandler.setServlets(org.eclipse.jetty.servlet.ServletHolder[]);0.321394279769444;0.8748829885276901;0.26666666666666644;0.0;60;60;-0.26666666666666644;0
org.eclipse.jetty.util.AttributesMap.map();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.StringUtil.getBytes(java.lang.String);NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.servlet.Holder.getName();NaN;1.0;0.0;0.0;210;210;0.0;0
org.eclipse.jetty.servlet.ServletHolder$Config(org.eclipse.jetty.servlet.ServletHolder);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHolder.isJspServlet(java.lang.String);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.server.handler.ScopedHandler.doStart();0.0580717394502791;0.2842943049333263;2.8833333333333337;1.0666666666666669;60;60;-1.8166666666666669;0
org.eclipse.jetty.server.Server.getStopAtShutdown();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.doStart();0.13740559662392993;0.38305504584585626;3.1666666666666665;1.0666666666666667;30;30;-2.0999999999999996;0
org.eclipse.jetty.util.component.AbstractLifeCycle.setStarted();0.3179840514368759;0.9485681714609027;0.044444444444444564;0.0;360;360;-0.044444444444444564;0
org.eclipse.jetty.util.component.ContainerLifeCycle.getBeans(java.lang.Class);0.32558198801619365;0.8244957516547711;0.5333333333333333;0.0;30;30;-0.5333333333333333;0
org.eclipse.jetty.servlet.BaseHolder.doStart();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.io.ArrayByteBufferPool(int,int,int);0.5785997560120402;0.8302552839111964;1.0333333333333334;0.5333333333333333;30;30;-0.5000000000000001;0
org.eclipse.jetty.util.component.ContainerLifeCycle.unmanage(java.lang.Object);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.HandlerWrapper();NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.server.handler.HandlerWrapper.getHandler();NaN;1.0;0.0;0.0;120;180;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.getStopTimeout();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle();NaN;1.0;0.0;0.0;150;150;0.0;0
org.eclipse.jetty.util.log.StdErrLog.isDebugEnabled();NaN;1.0;0.0;0.0;1530;1560;0.0;0
org.eclipse.jetty.server.ShutdownMonitor.access$12(org.eclipse.jetty.server.ShutdownMonitor);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.AbstractHandlerContainer.expandHandler(org.eclipse.jetty.server.Handler,java.util.List,java.lang.Class);NaN;1.0;0.0;0.0;150;150;0.0;0
org.eclipse.jetty.server.ShutdownMonitor$ShutdownMonitorRunnable.startListenSocket();0.32558198801619365;0.8244957516547711;0.0;0.5333333333333333;30;30;0.5333333333333333;0
org.eclipse.jetty.server.handler.ScopedHandler();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletContextHandler.getSecurityHandler();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.AbstractTrie(boolean);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.contains(java.lang.Object);0.31775922485458197;0.9579866799215103;0.029629629629629582;0.0;540;540;-0.029629629629629582;0
org.eclipse.jetty.server.Server(org.eclipse.jetty.util.thread.ThreadPool);0.16078820842587693;0.6573804271100814;1.0;0.0;30;30;-1.0;0
org.eclipse.jetty.servlet.Holder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.ServerConnector(org.eclipse.jetty.server.Server);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.getServletMapping(java.lang.String);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.handler.AbstractHandler.getServer();NaN;1.0;0.0;0.0;210;210;0.0;0
org.eclipse.jetty.server.handler.ContextHandler.setServer(org.eclipse.jetty.server.Server);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean.access$1(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);NaN;1.0;0.0;0.0;720;720;0.0;0
org.eclipse.jetty.server.AbstractNetworkConnector.doStart();0.962361103248265;0.9528424295801989;2.066666666666667;2.1333333333333337;30;30;0.06666666666666687;0
org.eclipse.jetty.server.AbstractConnector.addConnectionFactory(org.eclipse.jetty.server.ConnectionFactory);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHolder.doStart();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHolder.initMultiPart();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.addBean(java.lang.Object,boolean);0.32139427976944757;0.8748829885276901;0.0;0.26666666666666644;60;60;0.26666666666666644;0
org.eclipse.jetty.server.handler.ContextHandler$Context(org.eclipse.jetty.server.handler.ContextHandler);NaN;1.0;0.0;0.0;30;60;0.0;0
org.eclipse.jetty.server.AbstractConnector.getExecutor();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.handler.ContextHandler.doStart();0.1411676770982424;0.26750270341605387;5.2666666666666675;2.6333333333333333;30;30;-2.633333333333334;0
org.eclipse.jetty.servlet.ServletContextHandler.relinkHandlers();1.0;1.0;0.5;0.5;30;30;0.0;0
org.eclipse.jetty.servlet.ServletMapping.getPathSpecs();NaN;1.0;0.0;0.0;270;270;0.0;0
org.eclipse.jetty.util.thread.QueuedThreadPool.getMaxThreads();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.setStopTimeout(long);0.9636705902862013;0.9992581589543322;0.125;0.13333333333333322;120;120;0.00833333333333322;0
org.eclipse.jetty.server.ServerConnector.isInheritChannel();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.MultiException.size();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.ContextHandler.addAliasCheck(org.eclipse.jetty.server.handler.ContextHandler.AliasCheck);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.ServerConnector.getSelectorManager();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.AttributesMap.ensureMap();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.AttributesMap.setAttribute(java.lang.String,java.lang.Object);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.AbstractConnectionFactory.getProtocol();NaN;1.0;0.0;0.0;90;60;0.0;0
org.eclipse.jetty.io.ArrayByteBufferPool$Bucket(int);NaN;1.0;0.0;0.0;3840;3840;0.0;0
org.eclipse.jetty.servlet.BaseHolder(org.eclipse.jetty.servlet.BaseHolder.Source);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletContextHandler.addServlet(org.eclipse.jetty.servlet.ServletHolder,java.lang.String);1.0;1.0;0.5333333333333333;0.5333333333333334;30;30;1.1102230246251565E-16;0
org.eclipse.jetty.util.thread.QueuedThreadPool(int,int);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.AbstractHandler.doStart();0.008568780647024273;0.06795878054138349;4.866666666666666;2.288888888888889;90;90;-2.577777777777777;0
org.eclipse.jetty.servlet.ServletMapping();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.handler.AbstractHandler();NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.servlet.BaseHolder.initialize();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.HttpConnectionFactory(org.eclipse.jetty.server.HttpConfiguration);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.ContextHandler.getCurrentContext();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.AbstractHandler.setServer(org.eclipse.jetty.server.Server);NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.http.PathMap.put(java.lang.String,java.lang.Object);0.32002162878902896;0.8975615454421864;0.0;0.1777777777777779;90;90;0.1777777777777779;0
org.eclipse.jetty.servlet.ServletContextHandler.newServletHandler();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.MultiException.ifExceptionThrow();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.http.PathMap$MappedEntry.getKey();NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.servlet.Holder$HolderRegistration(org.eclipse.jetty.servlet.Holder);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletContextHandler$Context(org.eclipse.jetty.servlet.ServletContextHandler);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.initialize();0.5290245463770094;0.8130052876119973;1.0666666666666667;0.5;30;30;-0.5666666666666667;0
org.eclipse.jetty.http.HttpGenerator.setJettyVersion(java.lang.String);0.32558198801619376;0.8244957516547711;0.5;0.0;30;30;-0.5;0
org.eclipse.jetty.util.log.Log.getLogger(java.lang.String);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.AbstractConnector.doStart();0.9571315492369515;0.9646228051136888;1.5333333333333334;1.5999999999999999;30;30;0.06666666666666643;0
org.eclipse.jetty.server.handler.ContextHandler$Context.getContextHandler();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.AbstractNetworkConnector(org.eclipse.jetty.server.Server,java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Scheduler,org.eclipse.jetty.io.ByteBufferPool,int,org.eclipse.jetty.server.ConnectionFactory[]);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletContextHandler.getServletHandler();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.handler.ContextHandler.setContextPath(java.lang.String);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.ServerConnector.getLocalPort();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletMapping.getServletName();NaN;1.0;0.0;0.0;180;180;0.0;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler(java.lang.String,boolean);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.AsyncIOServletTest.testAsyncReadThrows(java.lang.Throwable);2.964289230597657E-6;8.794537064725771E-4;29.066666666666666;20.4;30;30;-8.666666666666668;-1
org.eclipse.jetty.servlet.ServletHandler.getServletMappings();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.start(org.eclipse.jetty.util.component.LifeCycle);0.2210282971052756;0.5326647246973117;1.838888888888889;1.2333333333333327;180;180;-0.6055555555555563;0
org.eclipse.jetty.util.thread.QueuedThreadPool.startThreads(int);0.4085026633144877;0.6681063796183102;1.0666666666666669;2.0999999999999996;30;30;1.0333333333333328;0
org.eclipse.jetty.util.AttributesMap();NaN;1.0;0.0;0.0;90;120;0.0;0
org.eclipse.jetty.server.Server.getVersion();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.HandlerWrapper.expandChildren(java.util.List,java.lang.Class);NaN;1.0;0.0;0.0;150;150;0.0;0
org.eclipse.jetty.util.ArrayUtil.addToArray(java.lang.Object[],java.lang.Object,java.lang.Class);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.manage(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);0.9368475033021365;0.9980194748779869;0.16666666666666677;0.17777777777777815;270;270;0.011111111111111377;0
org.eclipse.jetty.io.SelectorManager.newSelector(int);0.321394279769444;0.8748829885276901;0.25;0.0;60;60;-0.25;0
org.eclipse.jetty.server.ServerConnector.open();1.0;1.0;0.5333333333333334;0.5333333333333333;30;30;-1.1102230246251565E-16;0
org.eclipse.jetty.util.component.AbstractLifeCycle();NaN;1.0;0.0;0.0;360;360;0.0;0
org.eclipse.jetty.util.ArrayTernaryTrie(boolean);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.server.ServerConnector$ServerConnectorManager(org.eclipse.jetty.server.ServerConnector,java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Scheduler,int);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.ArrayByteBufferPool();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.Uptime.getInstance();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler(java.lang.String,boolean,java.lang.ClassLoader);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.ShutdownMonitor.register(org.eclipse.jetty.util.component.LifeCycle[]);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.thread.ScheduledExecutorScheduler.doStart();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.isRunning();NaN;1.0;0.0;0.0;900;900;0.0;0
org.eclipse.jetty.servlet.ServletMapping.setDefault(boolean);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.http.PathMap(int);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.AbstractConnector.getServer();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.HttpConnectionFactory();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.thread.QueuedThreadPool.getThreadsPriority();NaN;1.0;0.0;0.0;240;240;0.0;0
org.eclipse.jetty.util.log.StdErrLog.info(java.lang.String,java.lang.Object[]);NaN;1.0;0.0;0.0;120;120;0.0;0
org.eclipse.jetty.server.ServerConnector.getReuseAddress();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.start(org.eclipse.jetty.util.component.LifeCycle);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.start();0.04991131071458003;0.2770773433344601;2.3472222222222223;1.586111111111113;360;360;-0.7611111111111093;0
org.eclipse.jetty.util.thread.QueuedThreadPool.doStart();0.4085026633144877;0.6681063796183102;1.0666666666666669;2.0999999999999996;30;30;1.0333333333333328;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean(java.lang.Object);NaN;1.0;0.0;0.0;510;510;0.0;0
org.eclipse.jetty.io.SelectorManager(java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Scheduler,int);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.ServerConnector.getAcceptQueueSize();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.getIdentityService();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.handler.ContextHandler(org.eclipse.jetty.server.handler.ContextHandler.Context);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.io.SelectorManager$ManagedSelector(org.eclipse.jetty.io.SelectorManager,int);0.321394279769444;0.8748829885276901;0.25;0.0;60;60;-0.25;0
org.eclipse.jetty.util.component.ContainerLifeCycle.updateBean(java.lang.Object,java.lang.Object);1.0;1.0;0.25;0.25;60;60;0.0;0
org.eclipse.jetty.servlet.AsyncIOServletTest$1(org.eclipse.jetty.servlet.AsyncIOServletTest,java.lang.Throwable,java.util.concurrent.CountDownLatch);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.getServlets();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.unmanage(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.handler.AbstractHandlerContainer.getChildHandlerByClass(java.lang.Class);0.3200216287890293;0.8975615454421864;0.0;0.17777777777777784;90;90;0.17777777777777784;0
org.eclipse.jetty.servlet.ServletHolder(javax.servlet.Servlet);0.32558198801619376;0.8244957516547711;0.5333333333333333;0.0;30;30;-0.5333333333333333;0
org.eclipse.jetty.io.SelectorManager.execute(java.lang.Runnable);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.log.Log.getLogger(java.lang.Class);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.Holder.$SWITCH_TABLE$org$eclipse$jetty$servlet$BaseHolder$Source();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.ServletHolder.hashCode();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.util.MultiException();NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.Server.doStart();0.015935533932292825;0.21156123692597306;12.966666666666667;8.433333333333334;30;30;-4.533333333333333;0
org.eclipse.jetty.servlet.AsyncIOServletTest.startServer(javax.servlet.http.HttpServlet);2.8348948508002253E-4;0.10078263179832236;19.166666666666668;12.6;30;30;-6.566666666666668;0
org.eclipse.jetty.util.thread.QueuedThreadPool$1(org.eclipse.jetty.util.thread.QueuedThreadPool);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.handler.ContextHandler$NoContext();NaN;1.0;0.0;0.0;30;60;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.updateBeans(java.lang.Object[],java.lang.Object[]);0.3193395975454466;0.9111634080897014;0.1333333333333334;0.0;120;120;-0.1333333333333334;0
org.eclipse.jetty.io.SelectorManager$ManagedSelector.doStart();0.5627076338291632;0.8748829885276901;0.26666666666666666;0.5333333333333334;60;60;0.2666666666666668;0
org.eclipse.jetty.servlet.ServletContextHandler.startContext();0.06873268440117454;0.1785016748638356;5.2666666666666675;2.1;30;30;-3.1666666666666674;0
org.eclipse.jetty.servlet.ServletHolder.getRegistration();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.AbstractLifeCycle.doStart();NaN;1.0;0.0;0.0;300;300;0.0;0
org.eclipse.jetty.http.HttpScheme.asString();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.AbstractConnector.getScheduler();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.ShutdownMonitor.access$11(org.eclipse.jetty.server.ShutdownMonitor);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean.access$0(org.eclipse.jetty.util.component.ContainerLifeCycle.Bean);NaN;1.0;0.0;0.0;3390;3390;0.0;0
org.eclipse.jetty.server.AbstractConnector(org.eclipse.jetty.server.Server,java.util.concurrent.Executor,org.eclipse.jetty.util.thread.Scheduler,org.eclipse.jetty.io.ByteBufferPool,int,org.eclipse.jetty.server.ConnectionFactory[]);0.4189924952879852;0.678900536466896;2.066666666666667;1.0666666666666669;30;30;-1.0;0
org.eclipse.jetty.server.handler.HandlerWrapper.setServer(org.eclipse.jetty.server.Server);NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle.doStart();0.02004614814691144;0.1582494349451813;3.2266666666666666;1.6933333333333325;150;150;-1.533333333333334;0
org.eclipse.jetty.server.handler.HandlerWrapper.setHandler(org.eclipse.jetty.server.Handler);1.0;1.0;0.25;0.25;60;60;0.0;0
org.eclipse.jetty.servlet.BaseHolder.setHeldClass(java.lang.Class);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.http.MimeTypes();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.Server();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.server.ServerConnector.doStart();0.962361103248265;0.9528424295801989;2.066666666666667;2.1333333333333337;30;30;0.06666666666666687;0
org.eclipse.jetty.servlet.ServletContextHandler.getSessionHandler();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.BlockingArrayQueue.offer(java.lang.Object);NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.server.HttpConfiguration();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.thread.QueuedThreadPool.execute(java.lang.Runnable);NaN;1.0;0.0;0.0;90;90;0.0;0
org.eclipse.jetty.util.thread.QueuedThreadPool.newThread(java.lang.Runnable);NaN;1.0;0.0;0.0;240;240;0.0;0
org.eclipse.jetty.util.thread.QueuedThreadPool.setMaxThreads(int);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.http.PathMap$MappedEntry.setMapped(java.lang.String);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.server.AbstractConnector$Acceptor(org.eclipse.jetty.server.AbstractConnector,int,org.eclipse.jetty.server.AbstractConnector.Acceptor);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHolder$Registration.getMultipartConfig();NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.util.component.ContainerLifeCycle$Bean.isManaged();NaN;1.0;0.0;0.0;300;300;0.0;0
org.eclipse.jetty.servlet.Holder$HolderConfig(org.eclipse.jetty.servlet.Holder);NaN;1.0;0.0;0.0;60;60;0.0;0
org.eclipse.jetty.servlet.Holder.setAsyncSupported(boolean);NaN;1.0;0.0;0.0;30;30;0.0;0
org.eclipse.jetty.servlet.ServletHandler.addServletWithMapping(org.eclipse.jetty.servlet.ServletHolder,java.lang.String);0.562707633829163;0.8748829885276901;0.5333333333333332;0.26666666666666655;60;60;-0.26666666666666666;0
org.eclipse.jetty.server.ShutdownMonitor.getInstance();NaN;1.0;0.0;0.0;60;60;0.0;0
